epoch,train_loss,val_mae,val_corr,lr,epoch_time_s,is_best
1,30.124136,30.7550,-0.054739,2.00e-05,18.8,1
2,29.890601,30.6116,0.006452,2.00e-05,17.9,1
3,29.920563,30.4173,-0.025333,2.00e-05,17.6,1
4,29.798161,30.3536,0.037707,2.00e-05,18.3,1
5,29.708197,30.2243,0.198657,2.00e-05,18.2,1
6,29.660558,30.1504,0.164939,2.00e-05,18.2,1
7,29.321112,29.5608,0.379033,2.00e-05,18.4,1
8,28.976596,29.8888,0.368264,2.00e-05,18.2,0
